location[plate]	cellline	cellline[HMSLid]	treatmentfile	treatmentfile[DesignNumber]	untrt	location[well]	cellcount	Nuclei_LDR_NumberOfObjects	Nuclei_Hoechst_LDRpos_NumberOfObjects	readout[timestamp]	drug1[timestamp]	drug1	drug1[HMSLid]	drug1[conc]=uM	drug2[timestamp]	drug2	drug2[HMSLid]	drug2[conc]=uM	pert_type
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M15	1956	106	118	735906.8945	735906.7	WYE125132	HMSL10064	1.1111	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M16	1249	209	183	735906.8945	735906.7	Foretinib	HMSL10157	1.1111	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M17	1039	412	215	735906.8945	735906.7	Foretinib	HMSL10157	1.1111	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M18	3755	123	178	735906.8945	735906.7	AZD8330	HMSL10164	0.37037	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M19	2517	248	204	735906.8945	735906.7	Neratinib	HMSL10018	1.1111	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M20	895	880	299	735906.8945	735906.7	Dasatinib	HMSL10020	1.1111	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M21	653	788	290	735906.8945	735906.7	Foretinib	HMSL10157	3.3333	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M22	3677	157	186	735906.8945	735906.7	AZD8330	HMSL10164	10	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M23	1617	212	218	735906.8945	735906.7	Foretinib	HMSL10157	0.6415	735906.7	AEW541	HMSL10122	3.3333	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	M24	2309	164	123	735906.8945	735906.7	Saracatinib	HMSL10032	1.9245	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N01	1552	285	224	735906.8945	735906.7	Saracatinib	HMSL10032	1.9245	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N02	3141	174	172	735906.8945	735906.7	Foretinib	HMSL10157	0.12346	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N03	2926	115	133	735906.8945	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N04	875	742	309	735906.8945	735906.7	Dasatinib	HMSL10020	0.12346	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N05	3407	155	192	735906.8945	735906.7	TAE684	HMSL10024	1.9245	735906.7	AEW541	HMSL10122	3.3333	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N06	1457	138	113	735906.8945	735906.7	Dasatinib	HMSL10020	0.12346	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N07	1515	163	160	735906.8945	735906.7	AZD628	HMSL10050	0.37037	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N08	1101	529	261	735906.8945	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N09	3991	85	137	735906.8945	735906.7	Foretinib	HMSL10157	0.12346	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N10	1057	230	158	735906.8945	735906.7	Foretinib	HMSL10157	3.3333	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N11	4735	69	139	735906.8945	735906.7	AEW541	HMSL10122	1.1111	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N12	2098	207	175	735906.8945	735906.7	Foretinib	HMSL10157	0.37037	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N13	1936	281	238	735906.8945	735906.7	Neratinib	HMSL10018	1.1111	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N14	2695	174	166	735906.8945	735906.7	Foretinib	HMSL10157	0.12346	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N15	2255	126	170	735906.8945	735906.7	Foretinib	HMSL10157	0.6415	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N16	1032	340	181	735906.8945	735906.7	Dasatinib	HMSL10020	3.3333	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N17	1845	186	167	735906.8945	735906.7	AZD8330	HMSL10164	3.3333	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N18	1391	151	146	735906.8945	735906.7	Saracatinib	HMSL10032	1.1111	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N19	3216	174	178	735906.8945	735906.7	Neratinib	HMSL10018	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N20	1286	215	134	735906.8945	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N21	1456	330	167	735906.8945	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N22	1917	270	225	735906.8945	735906.7	AZD8330	HMSL10164	0.12346	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N23	3465	117	143	735906.8945	735906.7	Neratinib	HMSL10018	0.37037	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	N24	1348	77	90	735906.8945	735906.7	Foretinib	HMSL10157	0.6415	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O01	1342	158	172	735906.8945	735906.7	AZD8330	HMSL10164	3.3333	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O02	3481	114	158	735906.8945	735906.7	AZD8330	HMSL10164	0.12346	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O03	2199	95	90	735906.8945	735906.7	AZD628	HMSL10050	1.1111	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O04	1072	473	267	735906.8945	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O05	1797	289	215	735906.8945	735906.7	Foretinib	HMSL10157	0.37037	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O06	1185	331	171	735906.8945	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O07	1122	240	146	735906.8945	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O08	4687	83	132	735906.8945	735906.7	TAE684	HMSL10024	1.1111	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O09	1402	131	91	735906.8945	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O10	2258	141	164	735906.8945	735906.7	TAE684	HMSL10024	3.3333	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O11	1185	371	156	735906.8945	735906.7	Saracatinib	HMSL10032	1.1111	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O12	2789	174	183	735906.8945	735906.7	AZD8330	HMSL10164	1.1111	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O13	2394	122	139	735906.8945	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O14	4256	116	152	735906.8945	735906.7	Saracatinib	HMSL10032	1.1111	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O15	971	559	220	735906.8945	735906.7	Dasatinib	HMSL10020	1.1111	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O16	3163	80	132	735906.8945	735906.7	AZD8330	HMSL10164	0.37037	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O17	1302	169	113	735906.8945	735906.7	Dasatinib	HMSL10020	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O18	933	425	166	735906.8945	735906.7	Dasatinib	HMSL10020	0.12346	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O19	2068	209	174	735906.8945	735906.7	AZD8330	HMSL10164	0.37037	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O20	2301	166	165	735906.8945	735906.7	TAE684	HMSL10024	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O21	1527	106	91	735906.8945	735906.7	Foretinib	HMSL10157	0.6415	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O22	1567	103	84	735906.8945	735906.7	TAE684	HMSL10024	1.9245	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O23	3404	77	102	735906.8945	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	AEW541	HMSL10122	3.3333	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	O24	788	250	144	735906.8945	735906.7	Foretinib	HMSL10157	3.3333	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P01	3768	86	142	735906.8945	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P02	1626	165	166	735906.8945	735906.7	TAE684	HMSL10024	1.1111	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P03	1618	157	128	735906.8945	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	AEW541	HMSL10122	3.3333	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P04	1474	135	100	735906.8945	735906.7	Saracatinib	HMSL10032	10	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P05	2948	81	112	735906.8945	735906.7	AEW541	HMSL10122	10	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P06	964	312	199	735906.8945	735906.7	Neratinib	HMSL10018	0.37037	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P07	4273	90	139	735906.8945	735906.7	AEW541	HMSL10122	0.37037	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P08	870	200	158	735906.8945	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P09	4504	83	143	735906.8945	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P10	2102	127	121	735906.8945	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P11	2999	92	144	735906.8945	735906.7	Foretinib	HMSL10157	0.37037	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P12	1225	203	185	735906.8945	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P13	1484	91	86	735906.8945	735906.7	Dasatinib	HMSL10020	1.1111	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P14	2571	108	146	735906.8945	735906.7	AZD8330	HMSL10164	3.3333	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P15	1034	87	95	735906.8945	735906.7	Dasatinib	HMSL10020	1.1111	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P16	4521	51	108	735906.8945	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P17	1792	231	160	735906.8945	735906.7	AZD8330	HMSL10164	1.1111	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P18	870	389	203	735906.8945	735906.7	Neratinib	HMSL10018	3.3333	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P19	974	574	257	735906.8945	735906.7	Neratinib	HMSL10018	3.3333	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P20	2983	128	180	735906.8945	735906.7	Foretinib	HMSL10157	0.37037	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P21	1729	69	86	735906.8945	735906.7	WYE125132	HMSL10064	0.37037	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P22	2047	135	120	735906.8945	735906.7	Dasatinib	HMSL10020	0.12346	735906.7	-	-	0	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P23	2283	91	112	735906.8945	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_03	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	2	0	P24	4339	49	88	735906.8945	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A01	4335.2619	53.7088	84	735906.9714	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A02	621.5009	785.1713	191	735906.9714	735906.7	Saracatinib	HMSL10032	1.9245	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A03	1097.594	282.6105	130	735906.9714	735906.7	Foretinib	HMSL10157	1.1111	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A04	1230.1027	258.3137	139	735906.9714	735906.7	Dasatinib	HMSL10020	1.1111	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A05	2154.1455	204.6049	189	735906.9714	735906.7	AZD8330	HMSL10164	3.3333	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A06	1903.1999	189.2595	136	735906.9714	735906.7	Dasatinib	HMSL10020	3.3333	735906.7	WYE125132	HMSL10064	0.04	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A07	5015.3949	103.5812	129	735906.9714	735906.7	Neratinib	HMSL10018	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A08	2464.896	97.1873	112	735906.9714	735906.7	Foretinib	HMSL10157	0.12346	735906.7	WYE125132	HMSL10064	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A09	6672.3398	104.86	115	735906.9714	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A10	2459.0328	308.1861	161	735906.9714	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A11	4789.0748	78.0056	117	735906.9714	735906.7	Neratinib	HMSL10018	3.3333	735906.7	-	-	0	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A12	3028.9374	184.1444	174	735906.9714	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A13	5273.3764	112.5327	131	735906.9714	735906.7	TAE684	HMSL10024	1.9245	735906.7	-	-	0	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A14	1388.4095	212.2776	146	735906.9714	735906.7	Foretinib	HMSL10157	3.3333	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A15	2142.4191	187.9807	135	735906.9714	735906.7	AZD8330	HMSL10164	1.1111	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A16	6496.4433	72.8905	126	735906.9714	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A17	4274.2844	176.4717	160	735906.9714	735906.7	AZD628	HMSL10050	1.1111	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A18	3222.4235	213.5564	204	735906.9714	735906.7	AZD8330	HMSL10164	0.12346	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A19	1288.7349	680.3113	230	735906.9714	735906.7	AZD8330	HMSL10164	0.12346	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A20	1452.9049	502.5608	210	735906.9714	735906.7	Foretinib	HMSL10157	0.6415	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A21	3548.4183	182.8656	170	735906.9714	735906.7	Foretinib	HMSL10157	0.12346	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A22	1400.136	227.6229	113	735906.9714	735906.7	Foretinib	HMSL10157	1.1111	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A23	948.6683	680.3113	262	735906.9714	735906.7	Dasatinib	HMSL10020	3.3333	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	A24	6278.3316	92.0722	140	735906.9714	735906.7	-	-	0	735906.7	-	-	0	ctl_vehicle
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B01	1554.9249	191.8171	95	735906.9714	735906.7	AZD628	HMSL10050	0.37037	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B02	3509	103	186	735906.9714	735906.7	AZD628	HMSL10050	1.1111	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B03	1972	171	125	735906.9714	735906.7	Dasatinib	HMSL10020	0.37037	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B04	1283	634	312	735906.9714	735906.7	AZD8330	HMSL10164	1.1111	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B05	2391	283	232	735906.9714	735906.7	AZD8330	HMSL10164	1.1111	735906.7	GSK1059615	HMSL10172	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B06	1175	545	286	735906.9714	735906.7	TAE684	HMSL10024	1.1111	735906.7	GSK1059615	HMSL10172	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B07	1587	189	128	735906.9714	735906.7	AZD628	HMSL10050	3.3333	735906.7	A443654	HMSL10045	0.37037	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B08	4119	114	148	735906.9714	735906.7	TAE684	HMSL10024	1.9245	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B09	2875	178	163	735906.9714	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B10	1646	172	149	735906.9714	735906.7	Saracatinib	HMSL10032	3.3333	735906.7	WYE125132	HMSL10064	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B11	3180	192	175	735906.9714	735906.7	Neratinib	HMSL10018	1.1111	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B12	1178	583	323	735906.9714	735906.7	Foretinib	HMSL10157	3.3333	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B13	4998	77	130	735906.9714	735906.7	AZD628	HMSL10050	10	735906.7	-	-	0	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B14	1817	136	115	735906.9714	735906.7	Dasatinib	HMSL10020	3.3333	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B15	1095	275	167	735906.9714	735906.7	Foretinib	HMSL10157	10	735906.7	-	-	0	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B16	4462	67	106	735906.9714	735906.7	AZD628	HMSL10050	1.1111	735906.7	AEW541	HMSL10122	5.7735	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B17	1101	404	210	735906.9714	735906.7	Foretinib	HMSL10157	1.1111	735906.7	A443654	HMSL10045	0.21383	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B18	4660	122	151	735906.9714	735906.7	AZD8330	HMSL10164	0.12346	735906.7	AEW541	HMSL10122	1.1111	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B19	3062	258	227	735906.9714	735906.7	TAE684	HMSL10024	1.9245	735906.7	A443654	HMSL10045	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B20	4171	134	134	735906.9714	735906.7	Saracatinib	HMSL10032	0.37037	735906.7	GSK1059615	HMSL10172	0.12346	trt_cp
MN20141030_B_04	BT20	HMSL50105	LJP56comboMAPK_20141030.mat	3	0	B21	2287	202	212	735906.9714	735906.7	Foretinib	HMSL10157	0.6415	735906.7	AEW541	HMSL10122	5.7735	trt_cp
